CID,MolecularWeight,IsomericSMILES,IUPACName,name,Descriptors
6652,204.31,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,3-(4-tert-butylphenyl)butanal,3-(4-tert-butylphenyl)butanal,floral;powdery;muguet;green;watery;cumin
6654,136.23,CC1=CCC2CC1C2(C)C,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",alpha-pinene,sweet;herbal;terpenic;camphoreous;cooling;fresh;woody;earthy;pine
6658,100.12,CC(=C)C(=O)OC,methyl 2-methylprop-2-enoate,methyl methacrylate,fruity;acrylate;aromatic
6660,112.13,CC1=C(C(=O)CC1)O,2-hydroxy-3-methylcyclopent-2-en-1-one,80-71-7,caramellic;maple
6669,294.3,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,"1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone",musk ketone,dry;fatty;floral;powdery;soapy;musk
6736,131.17,CC1=CNC2=CC=CC=C12,3-methyl-1H-indole,3-methylindole,naphthyl;animal;fecal;civet
6753,268.27,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"1-tert-butyl-2-methoxy-4-methyl-3,5-dinitrobenzene",musk ambrette,sweet;musty;seedy;ambrette;musk
6777,330.4,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,"dicyclohexyl benzene-1,2-dicarboxylate",dicyclohexyl phthalate,plastic;mild
6781,222.24,CCOC(=O)C1=CC=CC=C1C(=O)OCC,"diethyl benzene-1,2-dicarboxylate",diethyl phthalate,odorless
6804,363.22,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",odorless
6819,336.4,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,"2-O-(2-butoxy-2-oxoethyl) 1-O-butyl benzene-1,2-dicarboxylate",butyl phthalyl butyl glycolate,odorless
6826,165.19,CNC1=CC=CC=C1C(=O)OC,methyl 2-(methylamino)benzoate,methyl 2-(methylamino)benzoate,sweet;musty;wine;fruity;powdery;phenolic;neroli
6835,184.23,COC1=CC=CC=C1C2=CC=CC=C2,1-methoxy-2-phenylbenzene,2-methoxybiphenyl,floral;fruity;rose
6873,194.23,CC(C)COC(=O)C1=CC=CC=C1O,2-methylpropyl 2-hydroxybenzoate,isobutyl salicylate,floral;herbal;clover;orchid
6874,208.25,CC(C)CCOC(=O)C1=CC=CC=C1O,3-methylbutyl 2-hydroxybenzoate,isoamyl salicylate,metallic;floral;herbal;orchid;woody
6877,165.19,CCOC(=O)C1=CC=CC=C1N,ethyl 2-aminobenzoate,ethyl anthranilate,sweet;floral;grape;orangeflower;wintergreen
6885,134.13,C1C2=CC=CC=C2C(=O)O1,3H-2-benzofuran-1-one,phthalide,sweet;coconut;powdery;phenolic;coumarinic;lactonic;tonka
6912,152.15,C([C@H](C([C@H](CO)O)O)O)O,"(2S,4R)-pentane-1,2,3,4,5-pentol",xylitol,odorless
6915,116.16,CCC(CC)C(=O)O,2-ethylbutanoic acid,2-ethylbutyric acid,dry;berry;fruity;acidic;whiskey;tropical;dairy
6919,112.08,C1=COC(=C1)C(=O)O,furan-2-carboxylic acid,2-furoic acid,odorless
6920,126.18,CC(=O)C1=CC=CS1,1-thiophen-2-ylethanone,2-acetylthiophene,hazelnut;nutty;sulfurous;walnut
6930,258.4,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,"1-(3-ethyl-5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)ethanone",versalide,sweet;ambrette;musk
6937,164.24,CC1=CC(=C(C=C1)C(C)(C)C)O,2-tert-butyl-5-methylphenol,6-tert-butyl-m-cresol,animal;leathery
6943,136.19,CC(C)C1=CC=CC=C1O,2-propan-2-ylphenol,2-isopropylphenol,solvent;rubbery;medicinal;smoky;burnt;phenolic;toasted;woody
6949,204.35,CC1CCC(=C(C)C)CC2=C1CCC2C,"1,4-dimethyl-7-propan-2-ylidene-2,3,4,5,6,8-hexahydro-1H-azulene",guaiene,sweet;dry;spicy;guaiacwood;powdery;balsamic;woody
6970,276.4,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2O)C(C)C,(5-methyl-2-propan-2-ylcyclohexyl) 2-hydroxybenzoate,menthyl salicylate,odorless
6985,148.2,CC1=CC(=C(C=C1)C(=O)C)C,"1-(2,4-dimethylphenyl)ethanone","2',4'-dimethylacetophenone",sweet;floral;mimosa;woody;minty
6986,154.25,CC1CCC(C(=O)C1)C(C)C,5-methyl-2-propan-2-ylcyclohexan-1-one,10458-14-7,minty
6986,154.25,CC1CCC(C(=O)C1)C(C)C,5-methyl-2-propan-2-ylcyclohexan-1-one,10458-14-7,sweet;mentholic;cooling;camphoreous;ethereal;peppermint;minty
6986,154.25,CC1CCC(C(=O)C1)C(C)C,5-methyl-2-propan-2-ylcyclohexan-1-one,10458-14-7,minty
6987,152.23,CC1=CC(=O)C(CC1)C(C)C,3-methyl-6-propan-2-ylcyclohex-2-en-1-one,piperitone,camphoreous;herbal;minty;medicinal
6988,152.23,CC1CCC(=C(C)C)C(=O)C1,5-methyl-2-propan-2-ylidenecyclohexan-1-one,pulegone,minty
6989,150.22,CC1=CC(=C(C=C1)C(C)C)O,5-methyl-2-propan-2-ylphenol,thymol,chemical;spicy;medicinal;herbal;camphoreous;phenolic;thyme
6998,122.12,C1=CC=C(C(=C1)C=O)O,2-hydroxybenzaldehyde,salicylaldehyde,spicy;medicinal;cinnamon;cooling;wintergreen
7002,142.2,CC1=CC=CC2=CC=CC=C12,1-methylnaphthalene,1-methylnaphthalene,camphoreous;chemical;naphthyl;medicinal
7007,267.5,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,"(2,2,2-trichloro-1-phenylethyl) acetate","2,2,2-trichloro-1-phenylethyl acetate",floral;rose;powdery;balsamic;soapy
7016,180.29,C1CCC(CC1)C2CCCCC2=O,2-cyclohexylcyclohexan-1-one,2-cyclohexylcyclohexanone,sweet;cyclamen;orris;herbal;ozone;woody;minty;cumin
7027,178.14,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one",gluconolactone,odorless
7037,184.23,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,diphenylmethanol,diphenylmethanol,rose;weedy;green
7041,154.16,COC1=C(C(=CC=C1)OC)O,"2,6-dimethoxyphenol","2,6-dimethoxyphenol",sweet;bacon;medicinal;smoky;powdery;phenolic;balsamic;woody
7043,138.16,COC1=CC=CC=C1OC,"1,2-dimethoxybenzene","1,2-dimethoxybenzene",sweet;vanilla;musty;creamy;phenolic
7047,129.16,C1=CC=C2C(=C1)C=CC=N2,quinoline,quinoline,musty;rubbery;medicinal;tobacco;earthy;leathery
7055,142.2,CC1=CC2=CC=CC=C2C=C1,2-methylnaphthalene,2-methylnaphthalene,floral;woody;sweet
7058,160.24,C1=CC=C2C=C(C=CC2=C1)S,naphthalene-2-thiol,2-naphthalenethiol,meaty;rubbery;sulfurous;mushroom;oily;brothy;creamy;brown;roasted;woody
7059,143.18,CC1=CC2=C(C=C1)N=CC=C2,6-methylquinoline,6-methylquinoline,animal;civet;tobacco;fecal;castoreum;leathery;tonka
7092,160.17,CC1=CC2=C(C=C1)OC(=O)C=C2,6-methylchromen-2-one,6-methylcoumarin,sweet;vanilla;floral;coconut;powdery;creamy;cinnamyl;coumarinic;earthy;tonka
7095,154.21,C1=CC=C(C=C1)C2=CC=CC=C2,"1,1'-biphenyl",biphenyl,rose;geranium;pungent;green
7119,158.2,COC1=CC2=CC=CC=C2C=C1,2-methoxynaphthalene,2-methoxynaphthalene,sweet;naphthyl;floral;blossom;orange;acacia;neroli
7122,170.21,CC(=O)C1=CC2=CC=CC=C2C=C1,1-naphthalen-2-ylethanone,2-acetylnaphthalene,sweet;floral;honey;powdery;neroli;orangeflower
7127,178.23,COC1=C(C=C(C=C1)CC=C)OC,"1,2-dimethoxy-4-prop-2-enylbenzene",methyl eugenol,sweet;musty;vegetable;spicy;warm;cinnamon;peppery;phenolic;fresh;carnation;clove;waxy
7128,178.23,CC=CC1=CC(=C(C=C1)OC)OC,"1,2-dimethoxy-4-prop-1-enylbenzene",methyl isoeugenol,spicy;blossom;carnation;woody;clove
7129,172.22,CCOC1=CC2=CC=CC=C2C=C1,2-ethoxynaphthalene,2-ethoxynaphthalene,floral;naphtha;blossom;grape;powdery;orange
7130,185.26,CC(C)CC1=NC2=CC=CC=C2C=C1,2-(2-methylpropyl)quinoline,2-isobutylquinoline,animal;rooty;oakmoss;tobacco;woody;leathery
7136,206.24,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,(2-methoxy-4-prop-2-enylphenyl) acetate,eugenol acetate,sweet;malty;spicy;floral;fresh;carnation;woody;clove
7137,206.24,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,(2-methoxy-4-prop-1-enylphenyl) acetate,isoeugenol acetate,sweet;spicy;floral;powdery;carnation;balsam
7144,138.16,CC1=CC(=C(C=C1)O)OC,2-methoxy-4-methylphenol,2-methoxy-4-methylphenol,sweet;vanilla;spicy;medicinal;smoky;burnt;phenolic;candy;woody;clove;leathery
7146,134.17,CC(C=O)C1=CC=CC=C1,2-phenylpropanal,2-phenylpropanal,leafy;lilac;fresh;green;hyacinth;sharp
7147,136.19,CCC(C1=CC=CC=C1)O,1-phenylpropan-1-ol,1-phenyl-1-propanol,floral;sweet;balsamic
7148,134.17,CCC(=O)C1=CC=CC=C1,1-phenylpropan-1-one,propiophenone,lilac;floral;herbal;hawthorn;cherry;aromatic
7150,136.15,COC(=O)C1=CC=CC=C1,methyl benzoate,methyl benzoate,floral;cananga;phenolic;almond;wintergreen
7151,137.14,COC(=O)C1=CN=CC=C1,methyl pyridine-3-carboxylate,methyl nicotinate,herbal;tobacco;warm
7165,150.17,CCOC(=O)C1=CC=CC=C1,ethyl benzoate,ethyl benzoate,dry;musty;sweet;medicinal;grape;fruity;cherry;minty;wintergreen
7166,162.18,CC(=O)CC(=O)C1=CC=CC=C1,"1-phenylbutane-1,3-dione",benzoylacetone,dry;vanilla;opoponax;balsamic;hawthorn;woody
7169,198.22,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,phenyl benzoate,phenyl benzoate,tar;phenolic;coal
7170,192.21,CCOC(=O)CC(=O)C1=CC=CC=C1,ethyl 3-oxo-3-phenylpropanoate,ethyl benzoylacetate,sweet;naphthyl;spicy;cherry maraschino cherry;fruity;phenolic;almond;hawthorn;cherry;woody;cumin
7175,180.2,CCCOC(=O)C1=CC=C(C=C1)O,propyl 4-hydroxybenzoate,propylparaben,sweet;smoky;burnt;hawthorn;woody
7184,194.23,CCCCOC(=O)C1=CC=C(C=C1)O,butyl 4-hydroxybenzoate,butyl 4-hydroxybenzoate,phenolic;faint
7187,242.23,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,benzoyl benzenecarboperoxoate,benzoyl peroxide,benzaldehyde;mild
7193,192.25,CC(C)CCOC(=O)C1=CC=CC=C1,3-methylbutyl benzoate,isoamyl benzoate,sweet;fruity;balsamic;green;waxy
7194,226.27,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,2-phenylethyl benzoate,phenethyl benzoate,floral;honey;balsamic;rose
7197,164.2,CCCC1=CC2=C(C=C1)OCO2,"5-propyl-1,3-benzodioxole",dihydrosafrole,sassafrass;spicy
7211,146.23,CCCC(C(CC)CO)O,"2-ethylhexane-1,3-diol","2-ethyl-1,3-hexanediol",odorless
7222,135.19,C1=CC=C2C(=C1)N=CS2,"1,3-benzothiazole",benzothiazole,vegetable;meaty;rubbery;sulfurous;nutty;coffee;brown;cooked
7224,131.17,CC1=CC2=CC=CC=C2N1,2-methyl-1H-indole,2-methylindole,naphthyl;animal
7225,133.15,CC1=NC2=CC=CC=C2O1,"2-methyl-1,3-benzoxazole",2-methylbenzoxazole,meaty;capers;burnt;powdery;phenolic;tobacco
7237,106.16,CC1=CC=CC=C1C,"1,2-xylene",o-xylene,geranium
7249,122.16,CC1=C(C=C(C=C1)O)C,"3,4-dimethylphenol","3,4-dimethylphenol",dry;flat
7267,122.16,CC1=CC(=C(C=C1)C)O,"2,5-dimethylphenol","2,5-dimethylphenol",sweet;naphthyl;bacon;smoky;phenolic
7275,168.23,CC1C(O1)C2CCC3(C(C2)O3)C,1-methyl-4-(3-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane,1-methyl-4-(3-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane,mentholic
7283,87.16,CCC(C)CN,2-methylbutan-1-amine,2-methylbutylamine,fishy
7284,86.13,CCC(C)C=O,2-methylbutanal,2-methylbutyraldehyde,malty;musty;fermented;fatty;cocoa;nutty;coffee;phenolic;alcoholic;chocolate
7288,86.13,CCC(=O)CC,pentan-3-one,3-pentanone,acetone;ethereal
7302,86.09,C1CC(=O)OC1,oxolan-2-one,gamma-butyrolactone,caramellic;creamy;fatty;oily
7304,81.12,CN1C=CC=C1,1-methylpyrrole,1-methyl-1h-pyrrole,woody;smoky;herbal
7335,194.27,CC1=CCC(CC1OC(=O)C)C(=C)C,(2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-yl) acetate,carvyl acetate,sweet;rummy;spicy;nasturtium;spearmint;grape;herbal;fruity;pear;green;minty
7342,116.16,CCOC(=O)C(C)C,ethyl 2-methylpropanoate,ethyl isobutyrate,sweet;rummy;pungent;fruity;fusel;ethereal;alcoholic
7343,114.14,CCOC(=O)C(=C)C,ethyl 2-methylprop-2-enoate,ethyl methacrylate,acrylate
7344,118.13,CCOC(=O)C(C)O,ethyl 2-hydroxypropanoate,ethyl lactate,sweet;butterscotch;fruity;acidic;tart;brown;ethereal;buttery;sharp
7348,271.4,CCCCCCCCCCCC(=O)N(C)CC(=O)O,2-[dodecanoyl(methyl)amino]acetic acid,n-lauroylsarcosine,bland
7351,144.21,CC(C)COC(=O)C(C)C,2-methylpropyl 2-methylpropanoate,isobutyl isobutyrate,grape skin;banana;fruity;pineapple;ethereal;fruit tropical fruit
7353,144.21,CCCCOC(=O)C(C)C,butyl 2-methylpropanoate,butyl isobutyrate,sweet;banana;melon;fruity;cheesy;apple;green;tropical;tutti frutti;citrus
7358,102.17,CCC(CC)CO,2-ethylbutan-1-ol,2-ethyl-1-butanol,sweet;musty;alcoholic
7359,100.16,CCC(CC)C=O,2-ethylbutanal,2-ethylbutanal,sweet;cocoa;fruity;green;ethereal
7360,102.13,C1CC(OC1)CO,oxolan-2-ylmethanol,tetrahydrofurfuryl alcohol,vegetable;warm;caramellic;oily;cauliflower
7361,98.1,C1=COC(=C1)CO,furan-2-ylmethanol,furfuryl alcohol,sweet;musty;estery;sulfurous;caramellic;coffee;bready;brown;chemical;alcoholic
7362,96.08,C1=COC(=C1)C=O,furan-2-carbaldehyde,furfural,sweet;caramellic;bready;bread baked;brown;phenolic;almond;woody
7363,114.17,C1=COC(=C1)CS,furan-2-ylmethanethiol,furfuryl mercaptan,coffee roasted coffee;meaty;sulfurous;fatty;chicken;smoky;savory;oily;coffee;burnt;onion cooked onion
7364,112.15,C1=CSC(=C1)C=O,thiophene-2-carbaldehyde,thiophene-2-carbaldehyde,sulfurous
7381,166.22,CC(C)(C)C1=CC(=C(C=C1)O)O,"4-tert-butylbenzene-1,2-diol",4-tert-butylcatechol,phenolic
7391,156.26,CC(C)(C)C1CCC(CC1)O,4-tert-butylcyclohexan-1-ol,4-tert-butylcyclohexanol,woody;patchouli
7391,156.26,CC(C)(C)C1CCC(CC1)O,4-tert-butylcyclohexan-1-ol,4-tert-butylcyclohexanol,musty;camphoreous;patchouli;woody;minty;leathery
7392,154.25,CC(C)(C)C1CCC(=O)CC1,4-tert-butylcyclohexan-1-one,4-tert-butylcyclohexanone,patchouli;woody;minty;musk;leathery
7393,150.22,CC(C)(C)C1=CC=C(C=C1)O,4-tert-butylphenol,4-tert-butylphenol,oakmoss;leathery
7405,129.11,C1CC(=O)N[C@@H]1C(=O)O,(2S)-5-oxopyrrolidine-2-carboxylic acid,l-pyroglutamic acid,sweet;mild;ethereal
7409,122.16,CC(C1=CC=CC=C1)O,1-phenylethanol,1-phenylethanol,sweet;naphthyl;medicinal;camphoreous;fresh;almond;chemical;hyacinth;gardenia
7410,120.15,CC(=O)C1=CC=CC=C1,1-phenylethanone,acetophenone,sweet;cherry;vanilla;floral;nutty;acacia;marzipan;mimosa;coumarinic;hawthorn;almond;chemical;heliotrope;pungent
7413,128.17,C1CCC(CC1)C(=O)O,cyclohexanecarboxylic acid,cyclohexanecarboxylic acid,metallic;fruity;acidic;fruit tropical fruit;tropical;cheesy
7438,152.23,CC1=CCC(CC1O)C(=C)C,2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-ol,carveol,spicy;spearmint;herbal;cooling;green;minty;caraway
7439,150.22,CC1=CCC(CC1=O)C(=C)C,2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,carvone,minty;licorice
7455,150.17,CC1=CC=C(C=C1)C(=O)OC,methyl 4-methylbenzoate,methyl 4-methylbenzoate,sweet;anisic;floral;ylang
7456,152.15,COC(=O)C1=CC=C(C=C1)O,methyl 4-hydroxybenzoate,methyl 4-hydroxybenzoate,odorless
7459,140.27,CC1CCC(CC1)C(C)C,1-methyl-4-propan-2-ylcyclohexane,p-menthane,pine
7460,136.23,CC1=CCC(C=C1)C(C)C,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",alpha-phellandrene,minty
7460,136.23,CC1=CCC(C=C1)C(C)C,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",alpha-phellandrene,herbal;terpenic;pepper black pepper;green;woody;citrus
7461,136.23,CC1=CCC(=CC1)C(C)C,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene",gamma-terpinene,sweet;lime;herbal;terpenic;oily;lemon;woody;tropical;citrus
7462,136.23,CC1=CC=C(CC1)C(C)C,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene",alpha-terpinene,juicy;spicy;medicinal;herbal;terpenic;camphoreous;lemon;woody;thyme;citrus
7463,134.22,CC1=CC=C(C=C1)C(C)C,1-methyl-4-propan-2-ylbenzene,p-cymene,terpene;spice;fresh;woody;citrus
7465,136.19,CC(C)C1=CC=C(C=C1)O,4-propan-2-ylphenol,4-isopropylphenol,woody;spicy;medicinal;warm
7467,154.59,CC(=O)C1=CC=C(C=C1)Cl,1-(4-chlorophenyl)ethanone,4'-chloroacetophenone,floral;hay;sweet;hawthorn
7469,136.15,CC(=O)C1=CC=C(C=C1)O,1-(4-hydroxyphenyl)ethanone,4'-hydroxyacetophenone,sweet;floral;mimosa;balsamic;hawthorn
7476,150.17,CC(=O)C1=CC=C(C=C1)OC,1-(4-methoxyphenyl)ethanone,4'-methoxyacetophenone,sweet;vanilla;cherry maraschino cherry;powdery;anisic;balsamic;hawthorn;acacia
7478,152.15,COC1=CC=C(C=C1)C(=O)O,4-methoxybenzoic acid,4-methoxybenzoic acid,phenolic;animal;fecal;medicinal
7501,104.15,C=CC1=CC=CC=C1,styrene,styrene,sweet;plastic;floral;balsamic
7509,124.21,C1=CC=C(C=C1)CS,phenylmethanethiol,benzyl mercaptan,sulfurous;garlic;horseradish;alliaceous;coffee;onion;minty;sharp
7519,108.14,COC1=CC=CC=C1,anisole,anisole,gasoline;anise;phenolic;ethereal
7520,124.21,CSC1=CC=CC=C1,methylsulfanylbenzene,thioanisole,sawdust;solvent;spicy;woody;pungent
7523,107.15,CCC1=CC=CC=N1,2-ethylpyridine,2-ethylpyridine,green;grassy
7530,122.16,CC1=CC(=CC=C1)OC,1-methoxy-3-methylbenzene,3-methylanisole,floral;narcissus
7531,150.22,CC(C)(CC1=CC=CC=C1)O,2-methyl-1-phenylpropan-2-ol,2-methyl-1-phenyl-2-propanol,clean;rhubarb;cortex;floral;rose;oily;green
7557,146.19,CC(=CC1=CC=CC=C1)C=O,2-methyl-3-phenylprop-2-enal,101-39-3,sweet;spicy;warm;cinnamon;cassia;balsamic
7559,150.17,COC(=O)CC1=CC=CC=C1,methyl 2-phenylacetate,methyl phenylacetate,sweet;spicy;floral;honey;fruity;almond;waxy
7562,164.2,C1COC(O1)CC2=CC=CC=C2,"2-benzyl-1,3-dioxolane","2-benzyl-1,3-dioxolane",sweet;honey;green;hyacinth;waxy
7580,168.23,C1=CC=C(C=C1)CC2=CC=CC=C2,benzylbenzene,diphenylmethane,sweet;plastic;wet;green;geranium
7583,170.21,C1=CC=C(C=C1)OC2=CC=CC=C2,phenoxybenzene,diphenyl ether,geranium;phenolic;leaf;green
7585,216.32,CCCCCCC(=CC1=CC=CC=C1)C=O,2-benzylideneoctanal,2-benzylideneoctanal,floral;herbal;fresh;green;jasmin;waxy
7590,164.2,CCOC(=O)CC1=CC=CC=C1,ethyl 2-phenylacetate,ethyl phenylacetate,sweet;chocolate dark chocolate;floral;honey;rose;cocoa;anisic;balsamic;licorice black licorice
7593,210.27,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,"1,3-diphenylpropan-2-one","1,3-diphenylacetone",sweet;almond bitter almond;seedy;floral;plastic;honey;rose;powdery;cherry
7599,256.3,COC1=CC=C(C=C1)COC(=O)CC2=CC=CC=C2,(4-methoxyphenyl)methyl 2-phenylacetate,4-methoxybenzyl phenylacetate,anise;honey;anisic;balsamic;woody
7600,206.28,CC(C)CCOC(=O)CC1=CC=CC=C1,3-methylbutyl 2-phenylacetate,102-19-2,sweet;animal;floral;honey;rose;cocoa;balsamic;castoreum;chocolate
7601,240.3,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,2-phenylethyl 2-phenylacetate,phenethyl phenylacetate,sweet;fatty;floral;honey;rose;powdery;cinnamyl;balsamic;green
7616,143.27,CCCN(CCC)CCC,"N,N-dipropylpropan-1-amine",tripropylamine,fishy;ammoniacal
7632,164.24,CC(C)(CCC1=CC=CC=C1)O,2-methyl-4-phenylbutan-2-ol,2-methyl-4-phenyl-2-butanol,clean;floral;rose;violet;fresh;bois de rose;green;lily
7633,206.28,CC(=O)OC(C)(C)CCC1=CC=CC=C1,(2-methyl-4-phenylbutan-2-yl) acetate,103-07-1,sweet;leafy;floral;rose;balsamic;green;narcissus
7635,172.26,CCCCC(CC)COC(=O)C,2-ethylhexyl acetate,2-ethylhexyl acetate,herbal;earthy;dirty;humus
7643,164.2,COC(=O)CCC1=CC=CC=C1,methyl 3-phenylpropanoate,methyl 3-phenylpropionate,floral;honey;fruity;winey;balsamic
7644,162.18,COC(=O)C=CC1=CC=CC=C1,methyl 3-phenylprop-2-enoate,methyl 3-phenylprop-2-enoate,sweet;strawberry;cinnamyl;balsamic;cherry
7646,178.23,CC(C)C(=O)OCC1=CC=CC=C1,benzyl 2-methylpropanoate,benzyl isobutyrate,sweet;juicy;floral;rose;fruity;oily;powdery;jasmin;tropical;woody
7649,176.21,CCOC(=O)C=CC1=CC=CC=C1,ethyl 3-phenylprop-2-enoate,ethyl 3-phenylprop-2-enoate,sweet;spicy;plum;berry;fruity;powdery;balsam
7650,178.23,CCCC(=O)OCC1=CC=CC=C1,benzyl butanoate,benzyl butyrate,sweet;loganberry;fruity;pineapple;apricot;apple;fresh;jasmin;tropical;waxy
7651,192.25,CC(C)CC(=O)OCC1=CC=CC=C1,benzyl 3-methylbutanoate,benzyl isovalerate,sweet;musty;herbal;fruity;pineapple;apple;powdery
7654,164.2,CC(=O)OCCC1=CC=CC=C1,2-phenylethyl acetate,phenethyl acetate,sweet;yeasty;floral;honey;rose;fruity;cocoa;balsamic;tropical
7655,192.25,CC(C)C(=O)OCCC1=CC=CC=C1,2-phenylethyl 2-methylpropanoate,phenethyl isobutyrate,tea;floral;rose;fruity;pastry;peach
7657,198.26,C1=CC=C(C=C1)COCC2=CC=CC=C2,phenylmethoxymethylbenzene,dibenzyl ether,sweet;mushroom;rose;plastic;fruity;cherry;earthy
7658,192.25,CCCC(=O)OCCC1=CC=CC=C1,2-phenylethyl butanoate,phenethyl butyrate,sweet;musty;yeasty;floral;strawberry
7660,176.21,CC(=O)OCC=CC1=CC=CC=C1,3-phenylprop-2-enyl acetate,3-phenylprop-2-en-1-yl acetate,sweet;spicy;cinnamon;floral;balsam
7661,190.24,CCC(=O)OCC=CC1=CC=CC=C1,3-phenylprop-2-enyl propanoate,3-phenylprop-2-en-1-yl propanoate,sweet;spicy;bubble gum;grape;floral;fruity;balsamic;green;cherry
7662,206.28,CC(C)C(=O)OCCCC1=CC=CC=C1,3-phenylpropyl 2-methylpropanoate,3-phenylpropyl isobutyrate,sweet;fermented;plum;honey;fruity;osmanthus;apricot;juicy fruit;jammy;bready;balsamic;sugar;fruit dried fruit;tropical
7664,204.26,CCCC(=O)OCC=CC1=CC=CC=C1,3-phenylprop-2-enyl butanoate,"butanoic acid, 3-phenyl-2-propenyl ester",cognac;fruity;winey;cinnamyl;balsamic
7667,183.04,C1=CC=C(C=C1)C=CBr,2-bromoethenylbenzene,"benzene, bromoethenyl-",leafy;hyacinth;green
7685,178.23,CC1=CC=C(C=C1)OC(=O)C(C)C,(4-methylphenyl) 2-methylpropanoate,p-tolyl isobutyrate,animal;floral;fruity;green;narcissus;lily
7695,180.2,CC(=O)OCC1=CC=C(C=C1)OC,(4-methoxyphenyl)methyl acetate,4-methoxybenzyl acetate,sweet;vanilla;plum;fruity;powdery;cherry;balsam;tonka
7702,150.22,CCCC1=CC=C(C=C1)OC,1-methoxy-4-propylbenzene,4-propylanisole,sweet;root beer;anise;herbal;sassafrass;anisic;licorice;licorice black licorice;fennel
7704,142.2,CCCCC1CCC(=O)O1,5-butyloxolan-2-one,gamma-octalactone,sweet;fatty;coconut;creamy;waxy;dairy;tonka
7707,134.17,C1=CC=C(C=C1)CCC=O,3-phenylpropanal,3-phenylpropanal,aldehydic;foliage;leafy;cortex;floral;melon;fresh;balsamic;green;storax
7708,136.15,C1=CC=C(C=C1)COC=O,benzyl formate,benzyl formate,cherry;spicy;floral;cranberry;fruity;almond;tea black tea;chemical
7710,156.22,CCCCCC1CCC(=O)O1,5-pentyloxolan-2-one,104-61-0,sweet;fatty;coconut;oily;creamy;buttery;waxy
7711,150.17,C1=CC=C(C=C1)CCOC=O,2-phenylethyl formate,2-phenylethyl formate,floral;rose;herbal;watercress;green;hyacinth
7712,162.18,C1=CC=C(C=C1)C=CCOC=O,3-phenylprop-2-enyl formate,"2-propen-1-ol, 3-phenyl-, 1-formate",floral;herbal;fruity;cinnamyl;balsamic;green;narcissus
7714,184.27,CCCCCCCC1CCC(=O)O1,5-heptyloxolan-2-one,gamma-undecalactone,ketonic;fatty;fruity;apricot;coconut;creamy;peach;lactonic
7720,130.23,CCCCC(CC)CO,2-ethylhexan-1-ol,2-ethylhexan-1-ol,sweet;floral;oily;fresh;citrus
7725,120.15,CC1=CC=C(C=C1)C=O,4-methylbenzaldehyde,p-tolualdehyde,phenolic;deep;fruity;cherry
7728,121.18,CCC1=CN=C(C=C1)C,5-ethyl-2-methylpyridine,5-ethyl-2-methylpyridine,roasted;potato raw potato;nutty;earthy
7731,122.16,CC1=CC=C(C=C1)OC,1-methoxy-4-methylbenzene,4-methylanisole,naphthyl;ylang;nutty;cresol;powdery
